host_response_rate,host_is_superhost,host_listings_count,zipcode,room_type,bathrooms,accommodates,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month
100%,t,1,28804,Entire home/apt,2,6,4,Real Bed,120.00,200.00,90.00,1.00,0.00,3,9,21,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.79
N/A,t,1,28801,Private room,1,2,1,Real Bed,65.00,0.00,40.00,1.00,0.00,2,15,23,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,5.04
N/A,f,1,28803,Private room,1.5,5,3,Real Bed,100.00,0.00,30.00,2.00,15.00,2,0,8,89.00,9.00,10.00,10.00,10.00,9.00,9.00,flexible,1
N/A,f,1,28704,Entire home/apt,2,6,4,Real Bed,195.00,500.00,150.00,6.00,50.00,3,14,6,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4
N/A,f,1,28806,Entire home/apt,2,6,2,Real Bed,127.00,,,1.00,0.00,2,0,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.53
N/A,f,1,28804,Entire home/apt,2,4,3,Real Bed,150.00,0.00,225.00,1.00,0.00,30,30,0,,,,,,,,flexible,
100%,t,1,28715,Entire home/apt,1,3,1,Real Bed,55.00,300.00,30.00,2.00,20.00,2,9,63,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,8.55
100%,t,1,28803,Entire home/apt,1,2,1,Real Bed,80.00,100.00,35.00,2.00,25.00,1,13,30,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.84
100%,t,2,28806,Entire home/apt,1,4,2,Real Bed,175.00,125.00,100.00,1.00,0.00,2,12,26,99.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.53
100%,t,1,28805,Entire home/apt,1,4,2,Real Bed,90.00,,,1.00,0.00,2,0,31,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.41
100%,f,1,,Entire home/apt,1,4,2,Real Bed,90.00,0.00,40.00,2.00,20.00,2,16,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.15
100%,f,1,28805,Private room,1,2,1,Real Bed,50.00,,,1.00,0.00,1,1,10,96.00,10.00,10.00,10.00,10.00,9.00,9.00,flexible,1.26
N/A,t,1,28801,Private room,1,2,1,Real Bed,80.00,,,1.00,0.00,1,8,60,96.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,7.89
100%,t,1,28801,Entire home/apt,1,2,1,Real Bed,120.00,0.00,40.00,1.00,0.00,2,18,19,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,2.74
N/A,t,2,28704,Entire home/apt,2.5,8,4,Real Bed,500.00,100.00,50.00,9.00,25.00,3,19,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.21
N/A,t,2,28704,Private room,1,2,1,Real Bed,43.00,,,2.00,10.00,1,19,43,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,6.23
N/A,t,1,28806,Private room,1,4,2,Real Bed,70.00,0.00,30.00,2.00,20.00,2,5,17,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.38
100%,f,1,28805,Private room,1,2,1,Real Bed,85.00,,15.00,1.00,0.00,1,0,8,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.07
100%,f,48,28801,Entire home/apt,1,2,1,Real Bed,62.00,0.00,49.00,2.00,0.00,30,7,0,,,,,,,,super_strict_30,
100%,t,1,28803,Entire home/apt,1,3,2,Real Bed,85.00,0.00,50.00,1.00,0.00,2,3,35,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.07
N/A,t,1,28801,Private room,1,2,1,Real Bed,52.00,200.00,20.00,2.00,0.00,1,19,42,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.7
100%,t,4,28805,Shared room,1,2,2,Real Bed,24.00,,15.00,1.00,0.00,1,0,0,,,,,,,,flexible,
N/A,t,9,28806,Entire home/apt,2,6,2,Real Bed,299.00,0.00,125.00,1.00,0.00,2,15,9,100.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,1.45
100%,t,1,28805,Private room,1,2,1,Real Bed,80.00,0.00,25.00,1.00,0.00,2,16,26,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.55
100%,t,1,28803,Private room,1,2,1,Real Bed,68.00,0.00,0.00,1.00,0.00,1,26,49,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.87
100%,f,1,28806,Entire home/apt,1,6,3,Real Bed,120.00,0.00,50.00,1.00,0.00,2,16,33,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.3
100%,t,1,28805,Entire home/apt,1,4,3,Real Bed,37.00,,25.00,4.00,20.00,1,3,63,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,9.36
100%,t,2,28801,Entire home/apt,1,2,1,Real Bed,115.00,150.00,70.00,1.00,0.00,2,7,34,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.47
N/A,t,3,28806,Entire home/apt,2.5,8,4,Real Bed,139.00,200.00,60.00,6.00,25.00,1,11,23,97.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,9.32
N/A,f,1,28704,Private room,1,2,1,Real Bed,84.00,0.00,6.00,2.00,25.00,1,15,64,99.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,8.81
N/A,f,2,28806,Entire home/apt,2,6,4,Real Bed,157.00,200.00,60.00,4.00,10.00,4,12,2,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.49
100%,t,2,28801,Entire home/apt,1,4,3,Real Bed,89.00,0.00,15.00,2.00,10.00,1,4,106,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,14.72
100%,t,2,28805,Entire home/apt,2,5,2,Real Bed,225.00,100.00,75.00,1.00,0.00,3,7,1,100.00,10.00,10.00,10.00,10.00,10.00,8.00,moderate,0.67
100%,t,2,28804,Entire home/apt,2,4,2,Real Bed,125.00,250.00,135.00,4.00,50.00,1,8,36,93.00,9.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,4.93
100%,t,2,28804,Entire home/apt,1,2,1,Real Bed,73.00,0.00,45.00,1.00,0.00,2,5,51,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,6.77
100%,t,1,28704,Entire home/apt,1,4,3,Real Bed,99.00,100.00,75.00,1.00,0.00,2,6,13,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.76
93%,f,8,28801,Private room,1,2,1,Real Bed,266.00,,,1.00,0.00,1,13,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.17
100%,t,2,28803,Entire home/apt,2,6,4,Real Bed,90.00,0.00,200.00,1.00,0.00,30,0,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.54
100%,t,5,28806,Entire home/apt,1,4,1,Real Bed,99.00,100.00,35.00,2.00,8.00,1,7,40,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.45
100%,t,2,28805,Entire home/apt,2.5,12,6,Real Bed,385.00,1500.00,300.00,1.00,0.00,3,27,11,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.71
N/A,f,1,28803,Entire home/apt,2,4,4,Real Bed,75.00,,,1.00,0.00,30,19,2,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.33
100%,t,7,28801,Private room,2,1,1,Real Bed,59.00,220.00,16.00,1.00,0.00,2,18,10,98.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,1.36
100%,t,2,28806,Entire home/apt,1,2,1,Real Bed,68.00,150.00,25.00,1.00,0.00,1,25,53,97.00,10.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,7.23
N/A,t,1,28704,Entire home/apt,2,6,2,Real Bed,80.00,,20.00,4.00,5.00,2,0,3,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.41
100%,t,1,28803,Private room,1,5,2,Real Bed,60.00,0.00,40.00,2.00,25.00,1,10,33,96.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.18
100%,t,3,28805,Entire home/apt,1.5,3,2,Real Bed,150.00,0.00,35.00,2.00,18.00,3,5,3,100.00,10.00,10.00,10.00,10.00,9.00,10.00,flexible,1.67
100%,t,2,28805,Entire home/apt,1,4,3,Real Bed,195.00,0.00,75.00,2.00,10.00,3,10,13,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.1
100%,f,1,28805,Entire home/apt,3,6,5,Real Bed,199.00,0.00,100.00,4.00,10.00,2,0,2,100.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,0.31
100%,t,5,28801,Entire home/apt,1,4,2,Real Bed,135.00,250.00,65.00,4.00,45.00,2,16,33,99.00,10.00,10.00,10.00,10.00,10.00,9.00,flexible,6
100%,t,3,28805,Private room,1,2,1,Real Bed,55.00,0.00,20.00,2.00,15.00,1,11,29,99.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,3.9
99%,t,145,28801,Entire home/apt,1,2,1,Real Bed,275.00,,95.00,2.00,0.00,1,16,2,100.00,10.00,10.00,10.00,10.00,9.00,9.00,super_strict_60,0.42
N/A,t,1,28803,Entire home/apt,1,4,1,Real Bed,150.00,100.00,50.00,4.00,50.00,1,20,12,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.79
N/A,f,1,28801,Entire home/apt,1,2,1,Real Bed,200.00,0.00,75.00,1.00,0.00,30,0,4,93.00,10.00,10.00,10.00,10.00,10.00,7.00,moderate,0.57
100%,t,1,28804,Entire home/apt,1,4,2,Real Bed,125.00,,,1.00,0.00,2,0,37,95.00,10.00,9.00,10.00,10.00,10.00,10.00,flexible,5.44
N/A,t,1,28801,Entire home/apt,2,2,1,Real Bed,145.00,,,1.00,0.00,3,10,31,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.7
100%,t,2,28801,Entire home/apt,1,2,1,Real Bed,210.00,200.00,75.00,1.00,0.00,2,9,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.95
100%,f,1,28803,Private room,1,2,1,Real Bed,85.00,1000.00,25.00,1.00,0.00,2,18,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.67
100%,t,1,28804,Entire home/apt,2,4,2,Real Bed,225.00,,,1.00,0.00,2,6,9,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.79
99%,t,145,28801,Entire home/apt,2,6,2,Real Bed,"10,000.00",1000.00,275.00,4.00,0.00,1,0,0,,,,,,,,super_strict_60,
N/A,t,1,28748,Entire home/apt,1,4,4,Real Bed,55.00,0.00,49.00,1.00,0.00,2,2,38,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.91
100%,f,32,28803,Entire home/apt,6,12,6,Real Bed,768.00,,250.00,1.00,0.00,3,18,0,,,,,,,,super_strict_60,
N/A,f,1,28803,Private room,1.5,2,1,Real Bed,40.00,,15.00,1.00,0.00,2,0,3,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.73
100%,f,2,28806,Entire home/apt,1,2,1,Real Bed,56.00,0.00,20.00,1.00,0.00,2,4,44,97.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,6.17
100%,t,1,28804,Entire home/apt,1,4,1,Real Bed,200.00,0.00,35.00,2.00,10.00,2,7,25,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.46
N/A,f,1,28804,Entire home/apt,1,2,1,Real Bed,80.00,0.00,5.00,1.00,0.00,1,0,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.15
100%,t,1,28801,Private room,1,2,1,Real Bed,70.00,100.00,30.00,1.00,0.00,1,0,18,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.52
100%,t,1,28803,Entire home/apt,1,4,2,Real Bed,179.00,0.00,0.00,2.00,10.00,2,7,40,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.98
N/A,f,2,28803,Entire home/apt,1,2,1,Real Bed,89.00,100.00,40.00,1.00,0.00,7,0,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.15
100%,t,4,28806,Entire home/apt,1,4,1,Real Bed,89.00,0.00,75.00,2.00,20.00,2,8,20,98.00,10.00,10.00,9.00,10.00,10.00,10.00,moderate,3
100%,t,2,28806,Entire home/apt,1,4,1,Real Bed,86.00,100.00,25.00,2.00,10.00,1,7,36,99.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,5.22
93%,f,8,28801,Private room,1,4,1,Real Bed,238.00,,,1.00,0.00,1,11,1,100.00,8.00,8.00,10.00,10.00,10.00,10.00,moderate,0.33
100%,f,1,28806,Entire home/apt,1,4,2,Real Bed,130.00,,,1.00,0.00,2,15,30,97.00,10.00,9.00,10.00,10.00,10.00,10.00,flexible,4.33
93%,f,8,28801,Private room,1,2,1,Real Bed,238.00,,,1.00,0.00,1,8,4,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.58
93%,f,8,28801,Private room,1,2,1,Real Bed,238.00,,,1.00,0.00,1,11,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.25
93%,f,8,28801,Private room,1,2,1,Real Bed,266.00,,,1.00,0.00,1,13,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.28
93%,f,8,28801,Private room,1,2,1,Real Bed,268.00,,,1.00,0.00,1,2,1,,,,,,,,moderate,0.19
93%,f,8,28801,Private room,7.5,16,7,Real Bed,975.00,,,1.00,0.00,1,27,5,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.09
100%,t,5,28804,Entire home/apt,4,14,9,Real Bed,750.00,0.00,270.00,1.00,0.00,3,12,3,100.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,0.48
93%,f,8,28801,Private room,8.5,16,8,Real Bed,"1,175.00",,,1.00,0.00,1,28,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,0.32
100%,f,1,28704,Entire home/apt,2,7,5,Real Bed,155.00,500.00,125.00,1.00,0.00,3,19,7,100.00,9.00,10.00,10.00,10.00,9.00,9.00,strict_14_with_grace_period,1.07
100%,f,1,28801,Entire home/apt,1,2,1,Real Bed,40.00,250.00,65.00,1.00,0.00,30,16,2,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,0.82
100%,t,1,28805,Entire home/apt,1,3,1,Real Bed,75.00,0.00,35.00,2.00,35.00,2,24,22,97.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,3.84
N/A,t,5,28806,Private room,1,2,1,Real Bed,65.00,0.00,0.00,1.00,0.00,2,1,0,,,,,,,,moderate,
N/A,t,3,28801,Private room,2.5,4,3,Real Bed,90.00,100.00,40.00,3.00,12.00,1,14,18,94.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.76
100%,t,10,28805,Entire home/apt,1,4,2,Real Bed,195.00,0.00,65.00,4.00,15.00,2,6,6,100.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.38
100%,t,10,28805,Entire home/apt,1,2,1,Real Bed,165.00,0.00,65.00,1.00,0.00,2,12,11,96.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,1.72
100%,t,1,28715,Entire home/apt,1,6,2,Real Bed,74.00,,50.00,2.00,15.00,1,23,29,94.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,4.35
100%,t,2,28804,Entire home/apt,2,10,5,Real Bed,223.00,0.00,60.00,4.00,10.00,1,7,76,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,15.72
N/A,t,1,28806,Entire home/apt,1,4,1,Real Bed,101.00,100.00,20.00,2.00,10.00,2,23,18,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,2.9
50%,f,1,28806,Private room,1,2,1,Real Bed,46.00,,,1.00,0.00,1,0,8,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.15
100%,t,1,28806,Entire home/apt,1,3,2,Real Bed,79.00,275.00,39.00,2.00,39.00,2,14,41,99.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.15
N/A,t,4,28804,Entire home/apt,1,2,1,Real Bed,75.00,100.00,28.00,1.00,0.00,2,14,7,100.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,1.21
100%,t,1,28732,Entire home/apt,1,4,2,Real Bed,11.00,250.00,25.00,4.00,10.00,3,17,12,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,2.01
100%,f,48,28801,Entire home/apt,1,2,1,Real Bed,106.00,0.00,194.00,2.00,0.00,2,15,3,67.00,8.00,9.00,7.00,8.00,9.00,7.00,super_strict_30,0.45
N/A,t,1,,Entire home/apt,1,2,1,Real Bed,95.00,,,1.00,0.00,2,1,42,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6.09
N/A,t,1,28803,Entire home/apt,1,4,2,Real Bed,125.00,100.00,40.00,4.00,25.00,2,13,46,98.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,7.42
100%,f,1,28804,Entire home/apt,1,4,2,Real Bed,115.00,0.00,0.00,2.00,20.00,3,1,8,95.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,1.71
100%,t,2,28806,Entire home/apt,2,5,3,Real Bed,168.00,200.00,100.00,1.00,0.00,2,0,18,97.00,10.00,9.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,3.94
100%,f,1,28801,Entire home/apt,1,4,2,Real Bed,199.00,100.00,50.00,2.00,25.00,2,16,25,95.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,3.79
100%,t,1,28804,Entire home/apt,1,4,2,Real Bed,95.00,0.00,20.00,2.00,5.00,2,2,24,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,4.36
N/A,t,1,28806,Entire home/apt,2.5,5,3,Real Bed,275.00,300.00,125.00,1.00,0.00,2,0,10,98.00,10.00,10.00,10.00,10.00,9.00,9.00,moderate,2.1
N/A,f,1,28806,Entire home/apt,1,2,1,Real Bed,92.00,,,1.00,0.00,2,0,7,100.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,1.08
100%,t,1,28804,Entire home/apt,1,5,2,Real Bed,175.00,150.00,75.00,1.00,0.00,2,12,28,99.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,4.52
100%,f,2,28806,Entire home/apt,1,4,2,Real Bed,75.00,0.00,50.00,2.00,0.00,1,11,23,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.5
N/A,t,4,28801,Entire home/apt,1,3,1,Real Bed,250.00,200.00,75.00,1.00,25.00,3,17,9,98.00,10.00,10.00,10.00,10.00,10.00,9.00,strict_14_with_grace_period,1.89
100%,t,6,28801,Entire home/apt,1,2,1,Real Bed,95.00,100.00,40.00,1.00,0.00,1,1,33,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.13
100%,t,1,28804,Entire home/apt,1,2,1,Real Bed,99.00,0.00,0.00,1.00,0.00,1,19,60,96.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,9.23
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,65.00,0.00,10.00,1.00,0.00,1,10,39,97.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,6.46
100%,t,1,28806,Entire home/apt,1,2,1,Real Bed,100.00,0.00,30.00,1.00,0.00,2,7,21,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.66
100%,t,1,28804,Private room,1,4,2,Real Bed,105.00,500.00,60.00,2.00,15.00,2,9,21,100.00,10.00,10.00,10.00,10.00,9.00,10.00,moderate,3.39
N/A,t,1,28806,Entire home/apt,2,4,2,Real Bed,82.00,,50.00,2.00,10.00,2,9,20,94.00,10.00,10.00,10.00,10.00,9.00,10.00,flexible,3.97
N/A,t,1,28806,Private room,1,2,1,Real Bed,58.00,0.00,20.00,1.00,20.00,1,21,9,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.29
100%,t,4,28804,Entire home/apt,1,4,2,Real Bed,110.00,,75.00,4.00,45.00,3,18,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,0.67
90%,f,1,28806,Entire home/apt,1,3,1,Real Bed,75.00,0.00,15.00,1.00,0.00,2,6,19,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,3.93
100%,t,3,28804,Entire home/apt,2,8,6,Real Bed,240.00,500.00,120.00,1.00,0.00,2,14,2,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.13
100%,f,1,28732,Entire home/apt,1,2,1,Real Bed,109.00,,,1.00,0.00,1,19,5,100.00,9.00,10.00,10.00,10.00,9.00,10.00,flexible,5
83%,f,1,28803,Entire home/apt,1,2,1,Real Bed,50.00,200.00,50.00,1.00,0.00,30,0,0,,,,,,,,strict_14_with_grace_period,
100%,f,1,28704,Private room,1,2,1,Real Bed,75.00,,,1.00,0.00,2,17,3,100.00,9.00,10.00,10.00,10.00,8.00,9.00,moderate,3
100%,t,1,28803,Entire home/apt,1,6,3,Real Bed,150.00,250.00,75.00,5.00,10.00,2,5,32,99.00,10.00,10.00,10.00,10.00,9.00,10.00,flexible,6.11
N/A,t,4,28804,Entire home/apt,1,2,1,Real Bed,69.00,100.00,25.00,1.00,0.00,2,19,9,96.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,1.56
100%,f,2,28806,Private room,1,2,1,Real Bed,80.00,200.00,10.00,1.00,5.00,2,6,7,97.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,1.12
N/A,t,2,28806,Entire home/apt,1,4,1,Real Bed,120.00,0.00,50.00,1.00,0.00,2,12,32,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.19
100%,f,10,28806,Entire home/apt,1,3,2,Real Bed,119.00,150.00,64.00,2.00,39.00,30,14,44,96.00,10.00,10.00,10.00,10.00,9.00,10.00,strict_14_with_grace_period,8.1
100%,t,1,28801,Entire home/apt,2,4,2,Real Bed,250.00,0.00,75.00,1.00,0.00,2,11,31,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,5.41
N/A,t,7,28804,Entire home/apt,1,4,2,Real Bed,99.00,400.00,65.00,1.00,0.00,1,18,29,98.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,4.86
N/A,t,2,28806,Entire home/apt,2,8,4,Real Bed,250.00,600.00,125.00,6.00,25.00,2,19,6,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.33
100%,t,1,28806,Entire home/apt,1,4,3,Real Bed,100.00,250.00,30.00,4.00,15.00,1,18,24,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,4.34
100%,f,1,28803,Private room,1,4,2,Real Bed,99.00,,,1.00,0.00,1,13,7,89.00,10.00,10.00,9.00,10.00,10.00,10.00,flexible,1.53
100%,t,1,28805,Entire home/apt,1,6,3,Real Bed,85.00,500.00,65.00,4.00,8.00,2,2,44,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7.1
N/A,t,1,28806,Entire home/apt,1,2,1,Real Bed,99.00,,25.00,1.00,0.00,2,10,22,98.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,6.06
N/A,f,1,28804,Private room,1,2,1,Real Bed,100.00,,,1.00,0.00,2,7,7,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.32
100%,t,2,28803,Entire home/apt,1,2,1,Real Bed,62.00,400.00,100.00,1.00,0.00,30,0,3,100.00,10.00,9.00,10.00,10.00,10.00,10.00,flexible,0.84
N/A,t,1,28805,Entire home/apt,2.5,8,6,Real Bed,480.00,250.00,100.00,8.00,75.00,2,12,14,100.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,2.46
100%,f,3,28806,Private room,1,2,1,Real Bed,75.00,0.00,25.00,2.00,50.00,2,0,30,97.00,10.00,9.00,10.00,10.00,10.00,10.00,flexible,5
100%,t,1,28806,Entire home/apt,1,4,3,Real Bed,69.00,100.00,30.00,2.00,20.00,2,9,35,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,7
100%,t,1,28801,Private room,1,4,3,Real Bed,75.00,0.00,20.00,1.00,40.00,1,21,17,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,3.38
100%,f,48,28801,Entire home/apt,1,2,2,Real Bed,106.00,0.00,189.00,2.00,0.00,2,16,2,100.00,10.00,10.00,9.00,10.00,10.00,9.00,super_strict_30,0.39
100%,t,7,28801,Private room,2,1,1,Real Bed,49.00,100.00,16.00,1.00,0.00,2,13,14,96.00,10.00,9.00,10.00,10.00,10.00,10.00,moderate,2.61
N/A,t,1,28806,Entire home/apt,2,4,1,Real Bed,129.00,100.00,35.00,2.00,20.00,2,4,51,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,10
100%,f,1,28801,Entire home/apt,2,5,3,Real Bed,215.00,200.00,60.00,5.00,10.00,1,20,9,93.00,10.00,10.00,10.00,10.00,10.00,9.00,moderate,1.89
100%,f,1,28704,Entire home/apt,1,2,1,Real Bed,100.00,,,1.00,0.00,2,14,5,100.00,10.00,10.00,10.00,10.00,10.00,10.00,flexible,1.69
100%,t,2,28806,Entire home/apt,1,3,2,Real Bed,75.00,100.00,65.00,2.00,15.00,3,10,20,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,4
100%,t,1,28801,Entire home/apt,1,4,2,Real Bed,85.00,0.00,30.00,1.00,0.00,2,9,44,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,8
100%,t,5,28803,Private room,1,2,1,Real Bed,70.00,,0.00,1.00,0.00,1,10,84,98.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,14.57
100%,f,1,28704,Entire home/apt,1,6,4,Real Bed,145.00,0.00,20.00,1.00,0.00,2,21,7,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1.84
100%,f,1,28803,Entire home/apt,2,6,3,Real Bed,110.00,0.00,150.00,1.00,0.00,90,30,0,,,,,,,,flexible,
100%,t,2,28803,Entire home/apt,1,2,1,Real Bed,40.00,200.00,40.00,1.00,0.00,30,27,10,100.00,10.00,10.00,10.00,10.00,10.00,9.00,flexible,2.07
100%,f,7,28806,Entire home/apt,1,4,1,Real Bed,17.00,0.00,0.00,3.00,5.00,1,13,19,96.00,9.00,9.00,9.00,9.00,10.00,10.00,flexible,3.61
100%,t,1,28805,Entire home/apt,1,2,2,Real Bed,68.00,0.00,28.00,1.00,0.00,1,2,45,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,9.44
N/A,f,2,28801,Entire home/apt,1,4,3,Real Bed,100.00,,,1.00,0.00,30,29,0,,,,,,,,flexible,
100%,f,7,28704,Entire home/apt,2,7,4,Real Bed,195.00,200.00,150.00,8.00,20.00,1,30,1,100.00,10.00,10.00,10.00,10.00,10.00,10.00,strict_14_with_grace_period,1
N/A,t,1,28803,Entire home/apt,1,4,2,Real Bed,50.00,250.00,28.00,2.00,9.00,1,11,44,98.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,8.98
100%,f,1,28804,Entire home/apt,1,3,1,Real Bed,100.00,100.00,25.00,1.00,0.00,2,8,6,100.00,10.00,10.00,10.00,10.00,10.00,10.00,moderate,6
